company,year,month,period,sentiment_score,revenue_growth,esg_score,employee_rating,market_share,media_mentions,customer_satisfaction,reputation_score,event_note,date,text,market_noise,category,clean_text,kmeans_cluster,hierarchical_cluster
INFOSYS_LOW,2017,Jul,2017-07,0.296,0.1005,72.08,3.94,19.74,470,3.92,0.4809,,2017-07-01,TCS performance in July 2017 with reputation score 0.687 showing stable (INFOSYS_LOW),-0.046,General,tcs performance july 2017 reputation score 0687 showing stable infosyslow,3,2
TCS,2017,Jul,2017-07,0.296,0.1005,72.08,3.94,19.74,470,3.92,0.687,,2017-07-01,TCS performance in July 2017 with reputation score 0.687 showing stable,-0.046,General,tcs performance july 2017 reputation score 0687 showing stable,3,2
HCL_HIGH,2017,Jul,2017-07,0.296,0.1005,72.08,3.94,19.74,470,3.92,0.8931000000000001,,2017-07-01,TCS performance in July 2017 with reputation score 0.687 showing stable (HCL_HIGH),-0.046,General,tcs performance july 2017 reputation score 0687 showing stable hclhigh,3,2
WIPRO_MED,2017,Jul,2017-07,0.296,0.1005,72.08,3.94,19.74,470,3.92,0.687,,2017-07-01,TCS performance in July 2017 with reputation score 0.687 showing stable (WIPRO_MED),-0.046,General,tcs performance july 2017 reputation score 0687 showing stable wipromed,3,2
Infosys,2017,Jul,2017-07,0.296,0.1005,72.08,3.94,19.74,470,3.92,0.687,,2017-07-01,TCS performance in July 2017 with reputation score 0.687 showing stable,-0.046,General,tcs performance july 2017 reputation score 0687 showing stable,3,2
Infosys,2017,Aug,2017-08,-0.296,0.109,71.73,3.9,19.54,522,3.94,0.6853,,2017-08-01,TCS performance in August 2017 with reputation score 0.6853 showing uncertain,0.077,General,tcs performance august 2017 reputation score 06853 showing uncertain,2,0
HCL_HIGH,2017,Aug,2017-08,-0.296,0.109,71.73,3.9,19.54,522,3.94,0.8908900000000001,,2017-08-01,TCS performance in August 2017 with reputation score 0.6853 showing uncertain (HCL_HIGH),0.077,General,tcs performance august 2017 reputation score 06853 showing uncertain hclhigh,2,0
INFOSYS_LOW,2017,Aug,2017-08,-0.296,0.109,71.73,3.9,19.54,522,3.94,0.4797099999999999,,2017-08-01,TCS performance in August 2017 with reputation score 0.6853 showing uncertain (INFOSYS_LOW),0.077,General,tcs performance august 2017 reputation score 06853 showing uncertain infosyslow,2,0
WIPRO_MED,2017,Aug,2017-08,-0.296,0.109,71.73,3.9,19.54,522,3.94,0.6853,,2017-08-01,TCS performance in August 2017 with reputation score 0.6853 showing uncertain (WIPRO_MED),0.077,General,tcs performance august 2017 reputation score 06853 showing uncertain wipromed,2,0
TCS,2017,Aug,2017-08,-0.296,0.109,71.73,3.9,19.54,522,3.94,0.6853,,2017-08-01,TCS performance in August 2017 with reputation score 0.6853 showing uncertain,0.077,General,tcs performance august 2017 reputation score 06853 showing uncertain,2,0
INFOSYS_LOW,2017,Sep,2017-09,0.5106,0.1054,70.74,4.03,19.75,485,4.13,0.48867,,2017-09-01,TCS performance in September 2017 with reputation score 0.6981 showing strong (INFOSYS_LOW),-0.039,General,tcs performance september 2017 reputation score 06981 showing strong infosyslow,1,0
TCS,2017,Sep,2017-09,0.5106,0.1054,70.74,4.03,19.75,485,4.13,0.6981,,2017-09-01,TCS performance in September 2017 with reputation score 0.6981 showing strong,-0.039,General,tcs performance september 2017 reputation score 06981 showing strong,1,0
Infosys,2017,Sep,2017-09,0.5106,0.1054,70.74,4.03,19.75,485,4.13,0.6981,,2017-09-01,TCS performance in September 2017 with reputation score 0.6981 showing strong,-0.039,General,tcs performance september 2017 reputation score 06981 showing strong,1,0
WIPRO_MED,2017,Sep,2017-09,0.5106,0.1054,70.74,4.03,19.75,485,4.13,0.6981,,2017-09-01,TCS performance in September 2017 with reputation score 0.6981 showing strong (WIPRO_MED),-0.039,General,tcs performance september 2017 reputation score 06981 showing strong wipromed,1,0
HCL_HIGH,2017,Sep,2017-09,0.5106,0.1054,70.74,4.03,19.75,485,4.13,0.90753,,2017-09-01,TCS performance in September 2017 with reputation score 0.6981 showing strong (HCL_HIGH),-0.039,General,tcs performance september 2017 reputation score 06981 showing strong hclhigh,1,0
INFOSYS_LOW,2017,Oct,2017-10,0.0,0.1065,70.63,3.94,19.46,427,4.06,0.4799199999999999,,2017-10-01,TCS performance in October 2017 with reputation score 0.6856 showing moderate (INFOSYS_LOW),-0.016,General,tcs performance october 2017 reputation score 06856 showing moderate infosyslow,0,1
HCL_HIGH,2017,Oct,2017-10,0.0,0.1065,70.63,3.94,19.46,427,4.06,0.89128,,2017-10-01,TCS performance in October 2017 with reputation score 0.6856 showing moderate (HCL_HIGH),-0.016,General,tcs performance october 2017 reputation score 06856 showing moderate hclhigh,0,1
Infosys,2017,Oct,2017-10,0.0,0.1065,70.63,3.94,19.46,427,4.06,0.6856,,2017-10-01,TCS performance in October 2017 with reputation score 0.6856 showing moderate,-0.016,General,tcs performance october 2017 reputation score 06856 showing moderate,0,1
TCS,2017,Oct,2017-10,0.0,0.1065,70.63,3.94,19.46,427,4.06,0.6856,,2017-10-01,TCS performance in October 2017 with reputation score 0.6856 showing moderate,-0.016,General,tcs performance october 2017 reputation score 06856 showing moderate,0,1
WIPRO_MED,2017,Oct,2017-10,0.0,0.1065,70.63,3.94,19.46,427,4.06,0.6856,,2017-10-01,TCS performance in October 2017 with reputation score 0.6856 showing moderate (WIPRO_MED),-0.016,General,tcs performance october 2017 reputation score 06856 showing moderate wipromed,0,1
INFOSYS_LOW,2017,Nov,2017-11,0.0,0.1147,69.79,3.75,19.85,483,4.06,0.4746,,2017-11-01,TCS performance in November 2017 with reputation score 0.678 showing moderate (INFOSYS_LOW),0.041,General,tcs performance november 2017 reputation score 0678 showing moderate infosyslow,0,1
HCL_HIGH,2017,Nov,2017-11,0.0,0.1147,69.79,3.75,19.85,483,4.06,0.8814000000000001,,2017-11-01,TCS performance in November 2017 with reputation score 0.678 showing moderate (HCL_HIGH),0.041,General,tcs performance november 2017 reputation score 0678 showing moderate hclhigh,0,1
TCS,2017,Nov,2017-11,0.0,0.1147,69.79,3.75,19.85,483,4.06,0.678,,2017-11-01,TCS performance in November 2017 with reputation score 0.678 showing moderate,0.041,General,tcs performance november 2017 reputation score 0678 showing moderate,0,1
Infosys,2017,Nov,2017-11,0.0,0.1147,69.79,3.75,19.85,483,4.06,0.678,,2017-11-01,TCS performance in November 2017 with reputation score 0.678 showing moderate,0.041,General,tcs performance november 2017 reputation score 0678 showing moderate,0,1
WIPRO_MED,2017,Nov,2017-11,0.0,0.1147,69.79,3.75,19.85,483,4.06,0.678,,2017-11-01,TCS performance in November 2017 with reputation score 0.678 showing moderate (WIPRO_MED),0.041,General,tcs performance november 2017 reputation score 0678 showing moderate wipromed,0,1
WIPRO_MED,2017,Dec,2017-12,0.5106,0.1029,69.92,3.91,19.3,498,3.99,0.684,,2017-12-01,TCS performance in December 2017 with reputation score 0.684 showing strong (WIPRO_MED),-0.062,General,tcs performance december 2017 reputation score 0684 showing strong wipromed,1,0
HCL_HIGH,2017,Dec,2017-12,0.5106,0.1029,69.92,3.91,19.3,498,3.99,0.8892000000000001,,2017-12-01,TCS performance in December 2017 with reputation score 0.684 showing strong (HCL_HIGH),-0.062,General,tcs performance december 2017 reputation score 0684 showing strong hclhigh,1,0
Infosys,2017,Dec,2017-12,0.5106,0.1029,69.92,3.91,19.3,498,3.99,0.684,,2017-12-01,TCS performance in December 2017 with reputation score 0.684 showing strong,-0.062,General,tcs performance december 2017 reputation score 0684 showing strong,1,0
TCS,2017,Dec,2017-12,0.5106,0.1029,69.92,3.91,19.3,498,3.99,0.684,,2017-12-01,TCS performance in December 2017 with reputation score 0.684 showing strong,-0.062,General,tcs performance december 2017 reputation score 0684 showing strong,1,0
INFOSYS_LOW,2017,Dec,2017-12,0.5106,0.1029,69.92,3.91,19.3,498,3.99,0.4788,,2017-12-01,TCS performance in December 2017 with reputation score 0.684 showing strong (INFOSYS_LOW),-0.062,General,tcs performance december 2017 reputation score 0684 showing strong infosyslow,1,0
INFOSYS_LOW,2018,Jan,2018-01,0.0,0.1274,74.5,3.93,19.75,439,4.12,0.50169,,2018-01-01,TCS performance in January 2018 with reputation score 0.7167 showing moderate (INFOSYS_LOW),0.011,General,tcs performance january 2018 reputation score 07167 showing moderate infosyslow,0,1
HCL_HIGH,2018,Jan,2018-01,0.0,0.1274,74.5,3.93,19.75,439,4.12,0.93171,,2018-01-01,TCS performance in January 2018 with reputation score 0.7167 showing moderate (HCL_HIGH),0.011,General,tcs performance january 2018 reputation score 07167 showing moderate hclhigh,0,1
WIPRO_MED,2018,Jan,2018-01,0.0,0.1274,74.5,3.93,19.75,439,4.12,0.7167,,2018-01-01,TCS performance in January 2018 with reputation score 0.7167 showing moderate (WIPRO_MED),0.011,General,tcs performance january 2018 reputation score 07167 showing moderate wipromed,0,1
TCS,2018,Jan,2018-01,0.0,0.1274,74.5,3.93,19.75,439,4.12,0.7167,,2018-01-01,TCS performance in January 2018 with reputation score 0.7167 showing moderate,0.011,General,tcs performance january 2018 reputation score 07167 showing moderate,0,1
Infosys,2018,Jan,2018-01,0.0,0.1274,74.5,3.93,19.75,439,4.12,0.7167,,2018-01-01,TCS performance in January 2018 with reputation score 0.7167 showing moderate,0.011,General,tcs performance january 2018 reputation score 07167 showing moderate,0,1
INFOSYS_LOW,2018,Feb,2018-02,0.5106,0.1242,74.28,3.83,19.58,362,4.08,0.4955299999999999,,2018-02-01,TCS performance in February 2018 with reputation score 0.7079 showing strong (INFOSYS_LOW),0.065,General,tcs performance february 2018 reputation score 07079 showing strong infosyslow,1,0
HCL_HIGH,2018,Feb,2018-02,0.5106,0.1242,74.28,3.83,19.58,362,4.08,0.92027,,2018-02-01,TCS performance in February 2018 with reputation score 0.7079 showing strong (HCL_HIGH),0.065,General,tcs performance february 2018 reputation score 07079 showing strong hclhigh,1,0
Infosys,2018,Feb,2018-02,0.5106,0.1242,74.28,3.83,19.58,362,4.08,0.7079,,2018-02-01,TCS performance in February 2018 with reputation score 0.7079 showing strong,0.065,General,tcs performance february 2018 reputation score 07079 showing strong,1,0
TCS,2018,Feb,2018-02,0.5106,0.1242,74.28,3.83,19.58,362,4.08,0.7079,,2018-02-01,TCS performance in February 2018 with reputation score 0.7079 showing strong,0.065,General,tcs performance february 2018 reputation score 07079 showing strong,1,0
WIPRO_MED,2018,Feb,2018-02,0.5106,0.1242,74.28,3.83,19.58,362,4.08,0.7079,,2018-02-01,TCS performance in February 2018 with reputation score 0.7079 showing strong (WIPRO_MED),0.065,General,tcs performance february 2018 reputation score 07079 showing strong wipromed,1,0
HCL_HIGH,2018,Mar,2018-03,-0.296,0.1498,75.03,3.98,19.99,339,4.1,0.97201,,2018-03-01,TCS performance in March 2018 with reputation score 0.7477 showing uncertain (HCL_HIGH),-0.08,General,tcs performance march 2018 reputation score 07477 showing uncertain hclhigh,2,3
Infosys,2018,Mar,2018-03,-0.296,0.1498,75.03,3.98,19.99,339,4.1,0.7477,,2018-03-01,TCS performance in March 2018 with reputation score 0.7477 showing uncertain,-0.08,General,tcs performance march 2018 reputation score 07477 showing uncertain,2,3
INFOSYS_LOW,2018,Mar,2018-03,-0.296,0.1498,75.03,3.98,19.99,339,4.1,0.52339,,2018-03-01,TCS performance in March 2018 with reputation score 0.7477 showing uncertain (INFOSYS_LOW),-0.08,General,tcs performance march 2018 reputation score 07477 showing uncertain infosyslow,2,3
WIPRO_MED,2018,Mar,2018-03,-0.296,0.1498,75.03,3.98,19.99,339,4.1,0.7477,,2018-03-01,TCS performance in March 2018 with reputation score 0.7477 showing uncertain (WIPRO_MED),-0.08,General,tcs performance march 2018 reputation score 07477 showing uncertain wipromed,2,3
TCS,2018,Mar,2018-03,-0.296,0.1498,75.03,3.98,19.99,339,4.1,0.7477,,2018-03-01,TCS performance in March 2018 with reputation score 0.7477 showing uncertain,-0.08,General,tcs performance march 2018 reputation score 07477 showing uncertain,2,3
Infosys,2018,Apr,2018-04,-0.296,0.1296,73.01,4.06,20.46,411,4.14,0.7194,,2018-04-01,TCS performance in April 2018 with reputation score 0.7194 showing uncertain,0.009,General,tcs performance april 2018 reputation score 07194 showing uncertain,2,3
INFOSYS_LOW,2018,Apr,2018-04,-0.296,0.1296,73.01,4.06,20.46,411,4.14,0.50358,,2018-04-01,TCS performance in April 2018 with reputation score 0.7194 showing uncertain (INFOSYS_LOW),0.009,General,tcs performance april 2018 reputation score 07194 showing uncertain infosyslow,2,3
TCS,2018,Apr,2018-04,-0.296,0.1296,73.01,4.06,20.46,411,4.14,0.7194,,2018-04-01,TCS performance in April 2018 with reputation score 0.7194 showing uncertain,0.009,General,tcs performance april 2018 reputation score 07194 showing uncertain,2,3
HCL_HIGH,2018,Apr,2018-04,-0.296,0.1296,73.01,4.06,20.46,411,4.14,0.93522,,2018-04-01,TCS performance in April 2018 with reputation score 0.7194 showing uncertain (HCL_HIGH),0.009,General,tcs performance april 2018 reputation score 07194 showing uncertain hclhigh,2,3
WIPRO_MED,2018,Apr,2018-04,-0.296,0.1296,73.01,4.06,20.46,411,4.14,0.7194,,2018-04-01,TCS performance in April 2018 with reputation score 0.7194 showing uncertain (WIPRO_MED),0.009,General,tcs performance april 2018 reputation score 07194 showing uncertain wipromed,2,3
WIPRO_MED,2018,May,2018-05,0.5106,0.1268,74.27,4.0,20.03,358,4.1,0.7241,,2018-05-01,TCS performance in May 2018 with reputation score 0.7241 showing strong (WIPRO_MED),0.013,General,tcs performance 2018 reputation score 07241 showing strong wipromed,2,0
Infosys,2018,May,2018-05,0.5106,0.1268,74.27,4.0,20.03,358,4.1,0.7241,,2018-05-01,TCS performance in May 2018 with reputation score 0.7241 showing strong,0.013,General,tcs performance 2018 reputation score 07241 showing strong,2,0
INFOSYS_LOW,2018,May,2018-05,0.5106,0.1268,74.27,4.0,20.03,358,4.1,0.5068699999999999,,2018-05-01,TCS performance in May 2018 with reputation score 0.7241 showing strong (INFOSYS_LOW),0.013,General,tcs performance 2018 reputation score 07241 showing strong infosyslow,2,0
HCL_HIGH,2018,May,2018-05,0.5106,0.1268,74.27,4.0,20.03,358,4.1,0.94133,,2018-05-01,TCS performance in May 2018 with reputation score 0.7241 showing strong (HCL_HIGH),0.013,General,tcs performance 2018 reputation score 07241 showing strong hclhigh,2,0
TCS,2018,May,2018-05,0.5106,0.1268,74.27,4.0,20.03,358,4.1,0.7241,,2018-05-01,TCS performance in May 2018 with reputation score 0.7241 showing strong,0.013,General,tcs performance 2018 reputation score 07241 showing strong,2,0
WIPRO_MED,2018,Jun,2018-06,-0.296,0.1456,75.15,4.26,19.77,521,4.12,0.7634,TCS becomes first Indian company to cross $100B market cap,2018-06-01,TCS performance in June 2018 with reputation score 0.7634 showing uncertain (WIPRO_MED),0.039,General,tcs performance june 2018 reputation score 07634 showing uncertain wipromed,2,3
Infosys,2018,Jun,2018-06,-0.296,0.1456,75.15,4.26,19.77,521,4.12,0.7634,TCS becomes first Indian company to cross $100B market cap,2018-06-01,TCS performance in June 2018 with reputation score 0.7634 showing uncertain,0.039,General,tcs performance june 2018 reputation score 07634 showing uncertain,2,3
INFOSYS_LOW,2018,Jun,2018-06,-0.296,0.1456,75.15,4.26,19.77,521,4.12,0.53438,TCS becomes first Indian company to cross $100B market cap,2018-06-01,TCS performance in June 2018 with reputation score 0.7634 showing uncertain (INFOSYS_LOW),0.039,General,tcs performance june 2018 reputation score 07634 showing uncertain infosyslow,2,3
TCS,2018,Jun,2018-06,-0.296,0.1456,75.15,4.26,19.77,521,4.12,0.7634,TCS becomes first Indian company to cross $100B market cap,2018-06-01,TCS performance in June 2018 with reputation score 0.7634 showing uncertain,0.039,General,tcs performance june 2018 reputation score 07634 showing uncertain,2,3
HCL_HIGH,2018,Jun,2018-06,-0.296,0.1456,75.15,4.26,19.77,521,4.12,0.99242,TCS becomes first Indian company to cross $100B market cap,2018-06-01,TCS performance in June 2018 with reputation score 0.7634 showing uncertain (HCL_HIGH),0.039,General,tcs performance june 2018 reputation score 07634 showing uncertain hclhigh,2,3
Infosys,2018,Jul,2018-07,-0.296,0.1295,72.99,3.93,19.36,377,4.02,0.7319,,2018-07-01,TCS performance in July 2018 with reputation score 0.7319 showing uncertain,-0.062,General,tcs performance july 2018 reputation score 07319 showing uncertain,2,3
HCL_HIGH,2018,Jul,2018-07,-0.296,0.1295,72.99,3.93,19.36,377,4.02,0.95147,,2018-07-01,TCS performance in July 2018 with reputation score 0.7319 showing uncertain (HCL_HIGH),-0.062,General,tcs performance july 2018 reputation score 07319 showing uncertain hclhigh,2,3
TCS,2018,Jul,2018-07,-0.296,0.1295,72.99,3.93,19.36,377,4.02,0.7319,,2018-07-01,TCS performance in July 2018 with reputation score 0.7319 showing uncertain,-0.062,General,tcs performance july 2018 reputation score 07319 showing uncertain,2,3
WIPRO_MED,2018,Jul,2018-07,-0.296,0.1295,72.99,3.93,19.36,377,4.02,0.7319,,2018-07-01,TCS performance in July 2018 with reputation score 0.7319 showing uncertain (WIPRO_MED),-0.062,General,tcs performance july 2018 reputation score 07319 showing uncertain wipromed,2,3
INFOSYS_LOW,2018,Jul,2018-07,-0.296,0.1295,72.99,3.93,19.36,377,4.02,0.51233,,2018-07-01,TCS performance in July 2018 with reputation score 0.7319 showing uncertain (INFOSYS_LOW),-0.062,General,tcs performance july 2018 reputation score 07319 showing uncertain infosyslow,2,3
HCL_HIGH,2018,Aug,2018-08,-0.296,0.1357,76.25,4.11,19.83,348,4.15,0.96278,,2018-08-01,TCS performance in August 2018 with reputation score 0.7406 showing uncertain (HCL_HIGH),-0.066,General,tcs performance august 2018 reputation score 07406 showing uncertain hclhigh,2,3
TCS,2018,Aug,2018-08,-0.296,0.1357,76.25,4.11,19.83,348,4.15,0.7406,,2018-08-01,TCS performance in August 2018 with reputation score 0.7406 showing uncertain,-0.066,General,tcs performance august 2018 reputation score 07406 showing uncertain,2,3
WIPRO_MED,2018,Aug,2018-08,-0.296,0.1357,76.25,4.11,19.83,348,4.15,0.7406,,2018-08-01,TCS performance in August 2018 with reputation score 0.7406 showing uncertain (WIPRO_MED),-0.066,General,tcs performance august 2018 reputation score 07406 showing uncertain wipromed,2,3
INFOSYS_LOW,2018,Aug,2018-08,-0.296,0.1357,76.25,4.11,19.83,348,4.15,0.51842,,2018-08-01,TCS performance in August 2018 with reputation score 0.7406 showing uncertain (INFOSYS_LOW),-0.066,General,tcs performance august 2018 reputation score 07406 showing uncertain infosyslow,2,3
Infosys,2018,Aug,2018-08,-0.296,0.1357,76.25,4.11,19.83,348,4.15,0.7406,,2018-08-01,TCS performance in August 2018 with reputation score 0.7406 showing uncertain,-0.066,General,tcs performance august 2018 reputation score 07406 showing uncertain,2,3
INFOSYS_LOW,2018,Sep,2018-09,0.0,0.1517,75.42,3.94,19.49,528,4.09,0.51884,,2018-09-01,TCS performance in September 2018 with reputation score 0.7412 showing volatile (INFOSYS_LOW),0.026,General,tcs performance september 2018 reputation score 07412 showing volatile infosyslow,1,0
TCS,2018,Sep,2018-09,0.0,0.1517,75.42,3.94,19.49,528,4.09,0.7412,,2018-09-01,TCS performance in September 2018 with reputation score 0.7412 showing volatile,0.026,General,tcs performance september 2018 reputation score 07412 showing volatile,1,0
HCL_HIGH,2018,Sep,2018-09,0.0,0.1517,75.42,3.94,19.49,528,4.09,0.96356,,2018-09-01,TCS performance in September 2018 with reputation score 0.7412 showing volatile (HCL_HIGH),0.026,General,tcs performance september 2018 reputation score 07412 showing volatile hclhigh,1,0
Infosys,2018,Sep,2018-09,0.0,0.1517,75.42,3.94,19.49,528,4.09,0.7412,,2018-09-01,TCS performance in September 2018 with reputation score 0.7412 showing volatile,0.026,General,tcs performance september 2018 reputation score 07412 showing volatile,1,0
WIPRO_MED,2018,Sep,2018-09,0.0,0.1517,75.42,3.94,19.49,528,4.09,0.7412,,2018-09-01,TCS performance in September 2018 with reputation score 0.7412 showing volatile (WIPRO_MED),0.026,General,tcs performance september 2018 reputation score 07412 showing volatile wipromed,1,0
TCS,2018,Oct,2018-10,0.296,0.1182,73.28,4.0,20.01,383,4.16,0.7195,,2018-10-01,TCS performance in October 2018 with reputation score 0.7195 showing stable,0.015,General,tcs performance october 2018 reputation score 07195 showing stable,3,2
Infosys,2018,Oct,2018-10,0.296,0.1182,73.28,4.0,20.01,383,4.16,0.7195,,2018-10-01,TCS performance in October 2018 with reputation score 0.7195 showing stable,0.015,General,tcs performance october 2018 reputation score 07195 showing stable,3,2
HCL_HIGH,2018,Oct,2018-10,0.296,0.1182,73.28,4.0,20.01,383,4.16,0.93535,,2018-10-01,TCS performance in October 2018 with reputation score 0.7195 showing stable (HCL_HIGH),0.015,General,tcs performance october 2018 reputation score 07195 showing stable hclhigh,3,2
WIPRO_MED,2018,Oct,2018-10,0.296,0.1182,73.28,4.0,20.01,383,4.16,0.7195,,2018-10-01,TCS performance in October 2018 with reputation score 0.7195 showing stable (WIPRO_MED),0.015,General,tcs performance october 2018 reputation score 07195 showing stable wipromed,3,2
INFOSYS_LOW,2018,Oct,2018-10,0.296,0.1182,73.28,4.0,20.01,383,4.16,0.50365,,2018-10-01,TCS performance in October 2018 with reputation score 0.7195 showing stable (INFOSYS_LOW),0.015,General,tcs performance october 2018 reputation score 07195 showing stable infosyslow,3,2
INFOSYS_LOW,2018,Nov,2018-11,0.0,0.1269,74.14,4.06,20.21,330,3.95,0.49721,,2018-11-01,TCS performance in November 2018 with reputation score 0.7103 showing moderate (INFOSYS_LOW),0.013,General,tcs performance november 2018 reputation score 07103 showing moderate infosyslow,0,1
Infosys,2018,Nov,2018-11,0.0,0.1269,74.14,4.06,20.21,330,3.95,0.7103,,2018-11-01,TCS performance in November 2018 with reputation score 0.7103 showing moderate,0.013,General,tcs performance november 2018 reputation score 07103 showing moderate,0,1
HCL_HIGH,2018,Nov,2018-11,0.0,0.1269,74.14,4.06,20.21,330,3.95,0.92339,,2018-11-01,TCS performance in November 2018 with reputation score 0.7103 showing moderate (HCL_HIGH),0.013,General,tcs performance november 2018 reputation score 07103 showing moderate hclhigh,0,1
TCS,2018,Nov,2018-11,0.0,0.1269,74.14,4.06,20.21,330,3.95,0.7103,,2018-11-01,TCS performance in November 2018 with reputation score 0.7103 showing moderate,0.013,General,tcs performance november 2018 reputation score 07103 showing moderate,0,1
WIPRO_MED,2018,Nov,2018-11,0.0,0.1269,74.14,4.06,20.21,330,3.95,0.7103,,2018-11-01,TCS performance in November 2018 with reputation score 0.7103 showing moderate (WIPRO_MED),0.013,General,tcs performance november 2018 reputation score 07103 showing moderate wipromed,0,1
WIPRO_MED,2018,Dec,2018-12,0.0,0.1357,73.1,4.19,20.03,514,4.11,0.7405,,2018-12-01,TCS performance in December 2018 with reputation score 0.7405 showing volatile (WIPRO_MED),0.017,General,tcs performance december 2018 reputation score 07405 showing volatile wipromed,2,3
TCS,2018,Dec,2018-12,0.0,0.1357,73.1,4.19,20.03,514,4.11,0.7405,,2018-12-01,TCS performance in December 2018 with reputation score 0.7405 showing volatile,0.017,General,tcs performance december 2018 reputation score 07405 showing volatile,2,3
HCL_HIGH,2018,Dec,2018-12,0.0,0.1357,73.1,4.19,20.03,514,4.11,0.96265,,2018-12-01,TCS performance in December 2018 with reputation score 0.7405 showing volatile (HCL_HIGH),0.017,General,tcs performance december 2018 reputation score 07405 showing volatile hclhigh,2,3
INFOSYS_LOW,2018,Dec,2018-12,0.0,0.1357,73.1,4.19,20.03,514,4.11,0.51835,,2018-12-01,TCS performance in December 2018 with reputation score 0.7405 showing volatile (INFOSYS_LOW),0.017,General,tcs performance december 2018 reputation score 07405 showing volatile infosyslow,2,3
Infosys,2018,Dec,2018-12,0.0,0.1357,73.1,4.19,20.03,514,4.11,0.7405,,2018-12-01,TCS performance in December 2018 with reputation score 0.7405 showing volatile,0.017,General,tcs performance december 2018 reputation score 07405 showing volatile,2,3
HCL_HIGH,2019,Jan,2019-01,-0.296,0.134,75.7,4.22,20.69,529,4.1,0.98085,,2019-01-01,TCS performance in January 2019 with reputation score 0.7545 showing uncertain (HCL_HIGH),-0.034,General,tcs performance january 2019 reputation score 07545 showing uncertain hclhigh,2,3
INFOSYS_LOW,2019,Jan,2019-01,-0.296,0.134,75.7,4.22,20.69,529,4.1,0.5281499999999999,,2019-01-01,TCS performance in January 2019 with reputation score 0.7545 showing uncertain (INFOSYS_LOW),-0.034,General,tcs performance january 2019 reputation score 07545 showing uncertain infosyslow,2,3
TCS,2019,Jan,2019-01,-0.296,0.134,75.7,4.22,20.69,529,4.1,0.7545,,2019-01-01,TCS performance in January 2019 with reputation score 0.7545 showing uncertain,-0.034,General,tcs performance january 2019 reputation score 07545 showing uncertain,2,3
WIPRO_MED,2019,Jan,2019-01,-0.296,0.134,75.7,4.22,20.69,529,4.1,0.7545,,2019-01-01,TCS performance in January 2019 with reputation score 0.7545 showing uncertain (WIPRO_MED),-0.034,General,tcs performance january 2019 reputation score 07545 showing uncertain wipromed,2,3
Infosys,2019,Jan,2019-01,-0.296,0.134,75.7,4.22,20.69,529,4.1,0.7545,,2019-01-01,TCS performance in January 2019 with reputation score 0.7545 showing uncertain,-0.034,General,tcs performance january 2019 reputation score 07545 showing uncertain,2,3
HCL_HIGH,2019,Feb,2019-02,0.5106,0.1265,73.89,3.96,19.89,398,4.27,0.9529,,2019-02-01,TCS performance in February 2019 with reputation score 0.733 showing strong (HCL_HIGH),0.012,General,tcs performance february 2019 reputation score 0733 showing strong hclhigh,1,0
INFOSYS_LOW,2019,Feb,2019-02,0.5106,0.1265,73.89,3.96,19.89,398,4.27,0.5131,,2019-02-01,TCS performance in February 2019 with reputation score 0.733 showing strong (INFOSYS_LOW),0.012,General,tcs performance february 2019 reputation score 0733 showing strong infosyslow,1,0
Infosys,2019,Feb,2019-02,0.5106,0.1265,73.89,3.96,19.89,398,4.27,0.733,,2019-02-01,TCS performance in February 2019 with reputation score 0.733 showing strong,0.012,General,tcs performance february 2019 reputation score 0733 showing strong,1,0
TCS,2019,Feb,2019-02,0.5106,0.1265,73.89,3.96,19.89,398,4.27,0.733,,2019-02-01,TCS performance in February 2019 with reputation score 0.733 showing strong,0.012,General,tcs performance february 2019 reputation score 0733 showing strong,1,0
WIPRO_MED,2019,Feb,2019-02,0.5106,0.1265,73.89,3.96,19.89,398,4.27,0.733,,2019-02-01,TCS performance in February 2019 with reputation score 0.733 showing strong (WIPRO_MED),0.012,General,tcs performance february 2019 reputation score 0733 showing strong wipromed,1,0
HCL_HIGH,2019,Mar,2019-03,-0.296,0.1286,77.95,3.93,19.99,439,4.24,0.99138,Record Q4 results — strong deal wins,2019-03-01,TCS performance in March 2019 with reputation score 0.7626 showing uncertain (HCL_HIGH),0.015,General,tcs performance march 2019 reputation score 07626 showing uncertain hclhigh,2,3
WIPRO_MED,2019,Mar,2019-03,-0.296,0.1286,77.95,3.93,19.99,439,4.24,0.7626,Record Q4 results — strong deal wins,2019-03-01,TCS performance in March 2019 with reputation score 0.7626 showing uncertain (WIPRO_MED),0.015,General,tcs performance march 2019 reputation score 07626 showing uncertain wipromed,2,3
TCS,2019,Mar,2019-03,-0.296,0.1286,77.95,3.93,19.99,439,4.24,0.7626,Record Q4 results — strong deal wins,2019-03-01,TCS performance in March 2019 with reputation score 0.7626 showing uncertain,0.015,General,tcs performance march 2019 reputation score 07626 showing uncertain,2,3
INFOSYS_LOW,2019,Mar,2019-03,-0.296,0.1286,77.95,3.93,19.99,439,4.24,0.53382,Record Q4 results — strong deal wins,2019-03-01,TCS performance in March 2019 with reputation score 0.7626 showing uncertain (INFOSYS_LOW),0.015,General,tcs performance march 2019 reputation score 07626 showing uncertain infosyslow,2,3
